Column,Value,Count
minority_population,85.27999877929688,391.0
minority_population,44.06999969482422,391.0
applicant_income_000s,390.0,391.0
number_of_1_to_4_family_units,1000.0,391.0
number_of_1_to_4_family_units,902.0,391.0
number_of_1_to_4_family_units,2403.0,391.0
tract_to_msamd_income,73.43000030517578,391.0
tract_to_msamd_income,107.41000366210938,391.0
tract_to_msamd_income,56.400001525878906,391.0
number_of_owner_occupied_units,2074.0,391.0
tract_to_msamd_income,81.2699966430664,391.0
minority_population,57.09000015258789,391.0
minority_population,31.059999465942383,391.0
minority_population,22.07999992370605,391.0
minority_population,82.38999938964844,391.0
minority_population,90.70999908447266,391.0
minority_population,18.76000022888184,391.0
census_tract_number,3451.05,390.0
population,5171.0,390.0
tract_to_msamd_income,82.73999786376953,390.0
tract_to_msamd_income,72.37000274658203,390.0
loan_amount_000s,36.0,390.0
number_of_1_to_4_family_units,1501.0,390.0
minority_population,89.94999694824219,390.0
minority_population,25.700000762939453,390.0
census_tract_number,171.06,390.0
minority_population,87.41000366210938,390.0
population,4593.0,390.0
population,3681.0,390.0
population,3627.0,390.0
population,4922.0,390.0
population,6260.0,390.0
census_tract_number,754.03,390.0
minority_population,16.329999923706055,390.0
tract_to_msamd_income,97.51000213623048,390.0
tract_to_msamd_income,100.0199966430664,390.0
tract_to_msamd_income,143.39999389648438,390.0
tract_to_msamd_income,80.5999984741211,390.0
minority_population,96.58000183105467,390.0
minority_population,27.26000022888184,390.0
minority_population,98.23999786376952,390.0
tract_to_msamd_income,166.66000366210938,390.0
tract_to_msamd_income,105.93000030517578,389.0
tract_to_msamd_income,86.2699966430664,389.0
census_tract_number,9006.05,389.0
population,5706.0,389.0
minority_population,56.11000061035156,389.0
minority_population,72.05000305175781,389.0
minority_population,21.09000015258789,389.0
minority_population,71.27999877929688,389.0
minority_population,19.61000061035156,389.0
tract_to_msamd_income,145.1699981689453,389.0
population,5070.0,389.0
number_of_1_to_4_family_units,2326.0,389.0
number_of_1_to_4_family_units,2512.0,389.0
number_of_1_to_4_family_units,746.0,389.0
census_tract_number,91.03,389.0
census_tract_number,210.44,389.0
census_tract_number,5710.0,389.0
census_tract_number,204.01,389.0
census_tract_number,28.2,389.0
census_tract_number,422.12,389.0
minority_population,70.13999938964844,389.0
tract_to_msamd_income,169.22999572753906,389.0
minority_population,39.47999954223633,389.0
census_tract_number,424.02,389.0
minority_population,29.709999084472656,389.0
population,4948.0,389.0
population,6852.0,389.0
tract_to_msamd_income,150.5,389.0
tract_to_msamd_income,93.01000213623048,389.0
population,3474.0,389.0
tract_to_msamd_income,69.69000244140625,389.0
tract_to_msamd_income,95.3000030517578,389.0
tract_to_msamd_income,69.05999755859375,389.0
tract_to_msamd_income,137.1999969482422,389.0
census_tract_number,20.09,388.0
census_tract_number,9203.3,388.0
census_tract_number,70.0,388.0
rate_spread,1.86,388.0
population,4003.0,388.0
population,5963.0,388.0
population,6123.0,388.0
respondent_id,0000025726,388
number_of_1_to_4_family_units,1143.0,388.0
population,3231.0,388.0
population,3751.0,388.0
minority_population,46.25,388.0
tract_to_msamd_income,75.43000030517578,388.0
tract_to_msamd_income,126.22000122070312,388.0
tract_to_msamd_income,110.23999786376952,388.0
tract_to_msamd_income,170.57000732421875,388.0
minority_population,47.2400016784668,388.0
tract_to_msamd_income,94.62999725341795,388.0
number_of_owner_occupied_units,1473.0,388.0
minority_population,39.16999816894531,388.0
applicant_income_000s,361.0,387.0
tract_to_msamd_income,102.33999633789062,387.0
tract_to_msamd_income,186.7400054931641,387.0
tract_to_msamd_income,80.19999694824219,387.0
tract_to_msamd_income,196.8699951171875,387.0
tract_to_msamd_income,131.35000610351562,387.0
tract_to_msamd_income,111.54000091552734,387.0
population,5673.0,387.0
population,2852.0,387.0
minority_population,13.800000190734863,387.0
census_tract_number,166.07,387.0
census_tract_number,225.0,387.0
census_tract_number,208.09,387.0
census_tract_number,30.03,387.0
number_of_1_to_4_family_units,620.0,387.0
number_of_1_to_4_family_units,711.0,387.0
population,3894.0,387.0
minority_population,84.97000122070312,387.0
population,3065.0,387.0
minority_population,47.16999816894531,387.0
minority_population,21.729999542236328,387.0
population,4497.0,387.0
population,3000.0,387.0
population,8485.0,387.0
number_of_owner_occupied_units,1611.0,387.0
minority_population,84.9000015258789,387.0
number_of_owner_occupied_units,1553.0,387.0
minority_population,79.7699966430664,387.0
tract_to_msamd_income,135.6999969482422,386.0
census_tract_number,2532.06,386.0
minority_population,62.79999923706055,386.0
minority_population,36.0099983215332,386.0
minority_population,90.20999908447266,386.0
minority_population,54.459999084472656,386.0
census_tract_number,2523.05,386.0
census_tract_number,1011.0,386.0
census_tract_number,9100.02,386.0
minority_population,41.5099983215332,386.0
population,2894.0,386.0
population,4388.0,386.0
population,6965.0,386.0
tract_to_msamd_income,126.5500030517578,386.0
minority_population,31.770000457763672,386.0
minority_population,75.30000305175781,386.0
tract_to_msamd_income,149.7899932861328,386.0
minority_population,49.43999862670898,386.0
number_of_1_to_4_family_units,728.0,386.0
number_of_owner_occupied_units,1306.0,386.0
number_of_1_to_4_family_units,780.0,386.0
number_of_1_to_4_family_units,1188.0,386.0
number_of_1_to_4_family_units,1818.0,386.0
census_tract_number,4056.0,385.0
census_tract_number,20.27,385.0
minority_population,42.220001220703125,385.0
minority_population,75.22000122070312,385.0
minority_population,55.16999816894531,385.0
minority_population,31.479999542236328,385.0
loan_amount_000s,683.0,385.0
loan_amount_000s,768.0,385.0
census_tract_number,20.17,385.0
population,5708.0,385.0
population,4661.0,385.0
population,5316.0,385.0
population,7658.0,385.0
population,3137.0,385.0
number_of_owner_occupied_units,1599.0,385.0
census_tract_number,320.38,385.0
minority_population,89.77999877929688,385.0
tract_to_msamd_income,91.12999725341795,385.0
tract_to_msamd_income,129.6699981689453,385.0
tract_to_msamd_income,125.38999938964844,385.0
tract_to_msamd_income,185.9900054931641,385.0
tract_to_msamd_income,108.83999633789062,385.0
tract_to_msamd_income,180.22000122070312,385.0
tract_to_msamd_income,57.25,385.0
population,7373.0,384.0
population,3611.0,384.0
population,6479.0,384.0
number_of_1_to_4_family_units,1937.0,384.0
respondent_id,88-0209429,384
tract_to_msamd_income,90.45999908447266,384.0
tract_to_msamd_income,71.81999969482422,384.0
tract_to_msamd_income,76.81999969482422,384.0
census_tract_number,43.04,384.0
census_tract_number,9010.1,384.0
tract_to_msamd_income,139.42999267578125,384.0
tract_to_msamd_income,61.7400016784668,384.0
number_of_1_to_4_family_units,633.0,384.0
tract_to_msamd_income,133.10000610351562,384.0
minority_population,12.029999732971191,384.0
number_of_1_to_4_family_units,3673.0,384.0
minority_population,43.58000183105469,384.0
minority_population,71.93000030517578,384.0
minority_population,61.77999877929688,384.0
minority_population,15.369999885559082,384.0
tract_to_msamd_income,57.79999923706055,383.0
number_of_owner_occupied_units,300.0,383.0
population,6114.0,383.0
population,3987.0,383.0
population,3072.0,383.0
number_of_1_to_4_family_units,2300.0,383.0
tract_to_msamd_income,109.08999633789062,383.0
tract_to_msamd_income,186.50999450683597,383.0
tract_to_msamd_income,110.77999877929688,383.0
tract_to_msamd_income,83.16000366210938,383.0
number_of_owner_occupied_units,273.0,383.0
tract_to_msamd_income,216.80999755859372,383.0
census_tract_number,2529.13,383.0
minority_population,42.7599983215332,383.0
number_of_owner_occupied_units,1706.0,383.0
census_tract_number,85.03,383.0
minority_population,50.61000061035156,383.0
census_tract_number,6033.0,383.0
census_tract_number,8002.02,383.0
census_tract_number,419.12,383.0
minority_population,76.56999969482422,382.0
minority_population,63.06999969482422,382.0
minority_population,23.8700008392334,382.0
number_of_1_to_4_family_units,2725.0,382.0
number_of_1_to_4_family_units,1814.0,382.0
number_of_1_to_4_family_units,3128.0,382.0
tract_to_msamd_income,140.72999572753906,382.0
number_of_1_to_4_family_units,2660.0,382.0
minority_population,17.56999969482422,382.0
minority_population,62.09000015258789,382.0
tract_to_msamd_income,56.34999847412109,382.0
number_of_owner_occupied_units,1756.0,382.0
population,5651.0,382.0
population,4256.0,382.0
population,8145.0,382.0
population,6032.0,382.0
census_tract_number,5041.01,382.0
census_tract_number,2529.09,382.0
tract_to_msamd_income,56.18000030517578,382.0
census_tract_number,432.18,382.0
census_tract_number,1222.01,382.0
census_tract_number,626.2,382.0
census_tract_number,74.0,382.0
population,5244.0,382.0
tract_to_msamd_income,118.95999908447266,382.0
tract_to_msamd_income,66.33999633789062,382.0
tract_to_msamd_income,145.02999877929688,382.0
tract_to_msamd_income,85.2699966430664,382.0
tract_to_msamd_income,78.83000183105469,382.0
tract_to_msamd_income,156.77999877929688,382.0
tract_to_msamd_income,91.37999725341795,381.0
minority_population,39.27999877929688,381.0
minority_population,83.41999816894531,381.0
minority_population,16.940000534057617,381.0
number_of_1_to_4_family_units,473.0,381.0
number_of_1_to_4_family_units,3523.0,381.0
tract_to_msamd_income,160.10000610351562,381.0
tract_to_msamd_income,91.66000366210938,381.0
tract_to_msamd_income,112.02999877929688,381.0
tract_to_msamd_income,80.66000366210938,381.0
tract_to_msamd_income,241.83999633789065,381.0
tract_to_msamd_income,180.67999267578125,381.0
census_tract_number,96.32,381.0
tract_to_msamd_income,82.02999877929688,381.0
tract_to_msamd_income,89.5,381.0
minority_population,24.030000686645508,381.0
census_tract_number,423.1,381.0
population,3483.0,381.0
census_tract_number,426.18,381.0
population,8845.0,381.0
population,9090.0,381.0
population,8594.0,381.0
population,3510.0,381.0
census_tract_number,5002.01,381.0
loan_amount_000s,736.0,381.0
applicant_income_000s,351.0,381.0
census_tract_number,104.19,381.0
census_tract_number,123.03,381.0
population,7306.0,381.0
number_of_owner_occupied_units,2123.0,381.0
number_of_owner_occupied_units,281.0,381.0
census_tract_number,8004.08,381.0
number_of_owner_occupied_units,2279.0,381.0
population,2886.0,380.0
population,5726.0,380.0
number_of_owner_occupied_units,2022.0,380.0
number_of_1_to_4_family_units,546.0,380.0
population,7027.0,380.0
census_tract_number,15.07,380.0
population,5944.0,380.0
population,4434.0,380.0
loan_amount_000s,41.0,380.0
census_tract_number,524.25,380.0
census_tract_number,423.11,380.0
census_tract_number,105.02,380.0
census_tract_number,9001.03,380.0
loan_amount_000s,784.0,380.0
number_of_1_to_4_family_units,2970.0,380.0
census_tract_number,5433.21,380.0
minority_population,96.06999969482422,380.0
minority_population,66.70999908447266,380.0
minority_population,19.549999237060547,380.0
minority_population,44.34999847412109,380.0
minority_population,71.56999969482422,380.0
census_tract_number,421.03,380.0
minority_population,64.11000061035156,380.0
minority_population,66.02999877929688,380.0
minority_population,90.5500030517578,380.0
minority_population,49.22999954223633,380.0
minority_population,22.989999771118164,380.0
tract_to_msamd_income,133.47000122070312,380.0
tract_to_msamd_income,114.72000122070312,380.0
tract_to_msamd_income,76.69999694824219,380.0
population,6503.0,379.0
minority_population,26.88999938964844,379.0
population,3484.0,379.0
minority_population,35.75,379.0
population,3428.0,379.0
minority_population,36.88999938964844,379.0
minority_population,11.779999732971191,379.0
minority_population,45.43999862670898,379.0
population,6668.0,379.0
number_of_1_to_4_family_units,2118.0,379.0
number_of_1_to_4_family_units,2443.0,379.0
population,7425.0,379.0
population,7994.0,379.0
number_of_owner_occupied_units,2072.0,379.0
tract_to_msamd_income,206.1100006103516,379.0
tract_to_msamd_income,106.1999969482422,379.0
tract_to_msamd_income,100.68000030517578,379.0
tract_to_msamd_income,256.4599914550781,379.0
tract_to_msamd_income,99.26000213623048,379.0
tract_to_msamd_income,154.0500030517578,379.0
tract_to_msamd_income,102.97000122070312,379.0
tract_to_msamd_income,223.8999938964844,379.0
population,4124.0,379.0
census_tract_number,3540.02,379.0
number_of_1_to_4_family_units,1323.0,379.0
census_tract_number,9102.02,379.0
census_tract_number,9200.16,379.0
census_tract_number,212.05,379.0
census_tract_number,8.05,379.0
census_tract_number,52.01,379.0
number_of_owner_occupied_units,266.0,378.0
census_tract_number,1041.01,378.0
minority_population,87.66999816894531,378.0
census_tract_number,313.01,378.0
number_of_owner_occupied_units,142.0,378.0
number_of_owner_occupied_units,2270.0,378.0
number_of_owner_occupied_units,395.0,378.0
tract_to_msamd_income,104.05999755859376,378.0
tract_to_msamd_income,93.08999633789062,378.0
tract_to_msamd_income,53.77000045776367,378.0
census_tract_number,3592.02,378.0
tract_to_msamd_income,126.69000244140624,378.0
tract_to_msamd_income,184.94000244140625,378.0
census_tract_number,97.08,378.0
number_of_1_to_4_family_units,2827.0,378.0
number_of_1_to_4_family_units,2342.0,378.0
number_of_1_to_4_family_units,904.0,378.0
census_tract_number,171.09,378.0
number_of_1_to_4_family_units,1133.0,378.0
census_tract_number,2017.0,378.0
population,6438.0,378.0
minority_population,19.11000061035156,378.0
census_tract_number,87.02,378.0
